user_id,game_id,difficulty_level,score,accuracy,completion_time,mistakes,attempts,completed,timestamp,cognitive_area,mistake_rate,performance_score,recommended_difficulty
U003,pattern_recall,medium,80,85.67,56,2,15,True,2026-08-23 17:16:19.186065,attention,0.133,83.61,hard
U004,routine_order,hard,60,60.89,59,4,9,True,2026-08-02 06:16:19.186151,sequencing,0.444,59.48,medium
U004,routine_order,medium,80,69.27,46,2,5,True,2026-08-16 19:16:19.186229,sequencing,0.4,71.71,medium
U004,pattern_recall,hard,70,66.02,96,3,8,True,2026-08-07 08:16:19.186307,attention,0.375,66.91,hard
U004,memory_match,hard,68,53.77,56,4,8,True,2026-07-12 23:16:19.186383,memory,0.5,58.71,medium
U004,routine_order,easy,90,89.97,33,1,9,True,2026-07-02 17:16:19.186457,sequencing,0.111,89.77,medium
U004,routine_order,medium,70,71.08,40,3,12,True,2026-09-07 04:16:19.186845,sequencing,0.25,71.43,medium
U004,routine_order,easy,90,88.9,34,1,8,True,2026-07-21 21:16:19.187079,sequencing,0.125,89.06,medium
U004,routine_order,hard,60,52.31,77,4,9,True,2026-07-04 04:16:19.187695,sequencing,0.444,56.04,medium
U004,memory_match,easy,100,100.0,38,0,10,True,2026-08-30 19:16:19.187940,memory,0.0,100.0,medium
U004,memory_match,hard,52,51.7,85,6,12,True,2026-08-18 13:16:19.188048,memory,0.5,51.48,medium
U004,pattern_recall,easy,80,79.17,38,2,9,True,2026-09-01 12:16:19.188142,attention,0.222,79.23,easy
U004,routine_order,medium,80,59.3,38,2,5,True,2026-07-12 11:16:19.188272,sequencing,0.4,67.72,medium
U004,pattern_recall,medium,90,71.92,35,1,5,True,2026-08-19 15:16:19.188362,attention,0.2,80.77,hard
U004,routine_order,easy,90,92.63,43,1,7,True,2026-09-05 04:16:19.188451,sequencing,0.143,90.19,medium
U004,routine_order,medium,40,54.92,54,6,14,True,2026-08-01 15:16:19.188569,sequencing,0.429,49.39,easy
U004,routine_order,medium,90,79.5,60,1,5,True,2026-08-26 22:16:19.188659,sequencing,0.2,83.8,hard
U004,memory_match,easy,84,82.61,45,2,9,True,2026-07-21 16:16:19.188758,memory,0.222,82.2,medium
U004,routine_order,medium,70,78.65,57,3,12,True,2026-08-26 08:16:19.188910,sequencing,0.25,74.46,medium
U004,memory_match,easy,100,94.66,36,0,8,False,2026-07-15 22:16:19.189013,memory,0.0,97.86,medium
U004,memory_match,easy,84,80.03,40,2,8,True,2026-08-31 18:16:19.189109,memory,0.25,80.61,medium
U004,routine_order,medium,90,87.38,44,1,8,True,2026-07-19 23:16:19.189192,sequencing,0.125,88.45,hard
U004,routine_order,easy,80,74.81,71,2,8,True,2026-09-08 04:16:19.189275,sequencing,0.25,76.92,easy
U004,routine_order,medium,50,69.26,35,5,15,False,2026-08-03 17:16:19.189354,sequencing,0.333,61.04,medium
U004,routine_order,hard,70,77.14,52,3,14,True,2026-07-10 05:16:19.189604,sequencing,0.214,74.58,hard
U004,memory_match,easy,92,86.09,44,1,8,True,2026-08-04 15:16:19.189721,memory,0.125,88.74,medium
U004,routine_order,medium,60,70.97,66,4,13,True,2026-08-12 09:16:19.189805,sequencing,0.308,66.23,medium
U004,memory_match,medium,84,70.73,44,2,8,True,2026-07-15 22:16:19.189887,memory,0.25,76.89,medium
U004,routine_order,medium,100,100.0,56,0,9,True,2026-07-19 14:16:19.189965,sequencing,0.0,100.0,hard
U004,pattern_recall,easy,90,93.52,10,1,15,True,2026-09-03 05:16:19.190040,attention,0.067,92.07,medium
U004,routine_order,medium,70,78.61,59,3,15,True,2026-07-21 01:16:19.190114,sequencing,0.2,75.44,medium
U005,memory_match,hard,76,79.39,62,3,15,True,2026-08-13 05:16:19.190210,memory,0.2,78.16,hard
U005,memory_match,easy,84,82.31,22,2,12,True,2026-09-09 10:16:19.190320,memory,0.167,83.18,medium
U005,pattern_recall,hard,90,82.5,66,1,5,True,2026-08-11 07:16:19.190409,attention,0.2,85.0,hard
U005,routine_order,medium,90,87.4,38,1,6,True,2026-08-03 04:16:19.190520,sequencing,0.167,87.62,hard
U005,routine_order,easy,90,79.32,32,1,7,True,2026-06-28 04:16:19.190613,sequencing,0.143,84.87,medium
U005,pattern_recall,medium,80,73.38,49,2,6,True,2026-09-02 22:16:19.190694,attention,0.333,74.69,medium
U005,memory_match,hard,60,61.29,63,5,12,True,2026-07-05 04:16:19.190776,memory,0.417,60.18,hard
U005,memory_match,hard,76,77.62,77,3,12,True,2026-07-26 12:16:19.190854,memory,0.25,76.45,hard
U005,memory_match,medium,84,70.43,39,2,6,True,2026-09-03 22:16:19.190930,memory,0.333,75.11,medium
U005,routine_order,easy,80,68.3,56,2,6,True,2026-07-03 03:16:19.191008,sequencing,0.333,72.66,easy
U005,routine_order,medium,70,72.41,63,3,11,True,2026-09-05 18:16:19.191081,sequencing,0.273,71.5,medium
U005,pattern_recall,medium,90,86.5,46,1,7,True,2026-06-16 11:16:19.191155,attention,0.143,87.74,hard
U005,memory_match,medium,84,79.84,50,2,11,True,2026-06-21 05:16:19.191228,memory,0.182,81.9,hard
U005,routine_order,easy,80,88.08,14,2,13,True,2026-08-19 12:16:19.191308,sequencing,0.154,84.15,medium
U005,pattern_recall,medium,60,64.12,51,4,11,True,2026-07-02 05:16:19.191386,attention,0.364,62.37,medium
U005,memory_match,medium,84,60.7,57,2,5,True,2026-06-26 00:16:19.191463,memory,0.4,69.88,medium
U005,memory_match,medium,76,72.76,42,3,10,True,2026-08-29 10:16:19.191544,memory,0.3,73.5,medium
U005,memory_match,easy,60,66.59,20,5,14,True,2026-09-08 01:16:19.191621,memory,0.357,63.5,easy
U005,routine_order,easy,80,86.87,26,2,14,True,2026-08-30 15:16:19.191695,sequencing,0.143,83.89,medium
U005,routine_order,easy,90,92.48,53,1,10,True,2026-08-17 01:16:19.191817,sequencing,0.1,90.99,medium
U005,pattern_recall,easy,70,67.45,34,3,8,True,2026-06-21 10:16:19.191924,attention,0.375,67.48,easy
U005,routine_order,medium,60,72.2,78,4,13,True,2026-08-24 22:16:19.192000,sequencing,0.308,66.72,medium
U005,memory_match,easy,84,78.73,57,2,11,True,2026-07-28 04:16:19.192074,memory,0.182,81.45,medium
U005,pattern_recall,medium,40,59.37,64,6,15,True,2026-07-11 06:16:19.192150,attention,0.4,51.75,easy
U005,pattern_recall,easy,70,71.81,32,3,12,True,2026-08-20 06:16:19.192222,attention,0.25,71.72,easy
U005,routine_order,easy,90,93.34,41,1,13,True,2026-08-29 08:16:19.192295,sequencing,0.077,91.8,medium
U005,routine_order,medium,70,78.45,45,3,14,True,2026-08-24 00:16:19.192372,sequencing,0.214,75.1,medium
U005,pattern_recall,easy,70,65.48,32,3,9,True,2026-07-24 15:16:19.192444,attention,0.333,67.53,easy
U005,pattern_recall,hard,70,68.6,78,3,8,True,2026-08-23 13:16:19.192538,attention,0.375,67.94,hard
U005,routine_order,easy,80,72.26,52,2,6,True,2026-07-29 15:16:19.192630,sequencing,0.333,74.24,easy
U006,pattern_recall,hard,80,83.44,47,2,12,True,2026-06-16 10:16:19.192714,attention,0.167,82.04,hard
U006,pattern_recall,easy,90,87.67,46,1,6,True,2026-07-30 21:16:19.192789,attention,0.167,87.73,medium
U006,pattern_recall,hard,80,69.82,83,2,7,True,2026-07-26 03:16:19.192864,attention,0.286,74.21,hard
U006,memory_match,medium,100,100.0,42,0,13,True,2026-08-16 16:16:19.192939,memory,0.0,100.0,hard
U006,memory_match,easy,84,80.8,32,2,12,True,2026-07-04 05:16:19.193013,memory,0.167,82.58,medium
U006,pattern_recall,easy,90,84.65,38,1,5,True,2026-07-04 11:16:19.193088,attention,0.2,85.86,medium
U006,routine_order,medium,70,70.51,60,3,10,False,2026-07-09 09:16:19.193165,sequencing,0.3,70.2,medium
U006,routine_order,medium,70,65.77,55,3,8,True,2026-06-30 03:16:19.193445,sequencing,0.375,66.81,medium
U006,memory_match,hard,76,75.18,64,3,14,True,2026-07-15 14:16:19.193758,memory,0.214,76.19,hard
U006,memory_match,medium,76,70.63,64,3,9,True,2026-06-15 06:16:19.193977,memory,0.333,71.99,medium
U006,memory_match,hard,68,75.31,99,4,15,True,2026-07-22 05:16:19.194172,memory,0.267,71.98,hard
U006,pattern_recall,easy,90,88.44,30,1,10,True,2026-06-13 14:16:19.194392,attention,0.1,89.38,medium
U006,pattern_recall,easy,70,78.87,30,3,13,True,2026-06-26 13:16:19.194548,attention,0.231,74.93,easy
U006,memory_match,hard,68,75.59,94,4,15,True,2026-06-23 17:16:19.194699,memory,0.267,72.1,hard
U006,routine_order,easy,90,85.46,27,1,9,True,2026-06-25 18:16:19.195074,sequencing,0.111,87.96,medium
U006,memory_match,easy,100,94.07,35,0,7,True,2026-08-01 10:16:19.195301,memory,0.0,97.63,medium
U006,memory_match,easy,84,87.4,39,2,12,True,2026-07-13 07:16:19.195435,memory,0.167,85.22,medium
U006,memory_match,easy,92,90.02,45,1,14,True,2026-08-14 17:16:19.195534,memory,0.071,91.39,medium
U006,routine_order,easy,80,81.3,25,2,11,True,2026-09-08 09:16:19.195627,sequencing,0.182,80.88,medium
U006,memory_match,easy,76,77.18,28,3,15,False,2026-08-24 15:16:19.195706,memory,0.2,77.27,easy
U006,routine_order,medium,90,83.45,76,1,7,True,2026-06-19 16:16:19.195783,sequencing,0.143,86.52,hard
U006,pattern_recall,easy,90,84.05,38,1,9,True,2026-07-04 03:16:19.195860,attention,0.111,87.4,medium
U006,pattern_recall,hard,90,73.9,63,1,5,True,2026-07-07 01:16:19.195936,attention,0.2,81.56,hard
U006,pattern_recall,hard,40,63.13,93,6,15,True,2026-06-26 16:16:19.196013,attention,0.4,53.25,medium
U006,memory_match,hard,84,64.51,84,2,7,True,2026-06-15 21:16:19.196087,memory,0.286,73.68,hard
U006,pattern_recall,medium,60,64.7,48,4,11,True,2026-06-27 03:16:19.196160,attention,0.364,62.6,medium
U006,pattern_recall,hard,70,80.22,86,3,15,True,2026-07-16 02:16:19.196261,attention,0.2,76.09,hard
U006,routine_order,easy,60,72.73,55,4,13,True,2026-09-09 17:16:19.196361,sequencing,0.308,66.93,easy
U006,routine_order,medium,50,64.48,67,5,15,False,2026-07-26 06:16:19.196442,sequencing,0.333,59.13,easy
U006,memory_match,easy,92,83.41,21,1,6,True,2026-09-07 11:16:19.196517,memory,0.167,86.82,medium
U007,memory_match,medium,92,89.49,56,1,13,True,2026-07-01 06:16:19.196600,memory,0.077,91.06,hard
U007,pattern_recall,easy,80,84.6,18,2,10,True,2026-09-07 23:16:19.196674,attention,0.2,81.84,medium
U007,routine_order,easy,90,83.81,21,1,6,True,2026-08-03 12:16:19.196748,sequencing,0.167,86.18,medium
U007,memory_match,easy,92,88.72,41,1,12,True,2026-07-20 23:16:19.196821,memory,0.083,90.63,medium
U007,memory_match,easy,92,86.63,24,1,10,True,2026-08-21 22:16:19.196895,memory,0.1,89.45,medium
U007,pattern_recall,medium,90,79.08,25,1,5,True,2026-08-11 22:16:19.196969,attention,0.2,83.63,hard
U007,memory_match,medium,68,66.98,47,4,11,True,2026-08-26 21:16:19.197048,memory,0.364,66.71,medium
U007,pattern_recall,hard,80,72.52,72,2,7,True,2026-09-01 17:16:19.197121,attention,0.286,75.29,hard
U007,memory_match,hard,52,53.66,80,6,12,True,2026-07-10 03:16:19.197193,memory,0.5,52.26,medium
U007,pattern_recall,hard,60,70.15,81,4,14,True,2026-09-07 14:16:19.197265,attention,0.286,66.34,hard
U007,pattern_recall,medium,80,70.49,44,2,7,True,2026-07-17 09:16:19.197371,attention,0.286,74.48,medium
U007,memory_match,easy,92,91.19,49,1,7,True,2026-07-02 05:16:19.197457,memory,0.143,90.42,medium
U007,routine_order,medium,70,82.06,26,3,15,True,2026-06-28 04:16:19.197533,sequencing,0.2,76.82,medium
U007,routine_order,easy,80,82.43,15,2,9,True,2026-07-10 23:16:19.197608,sequencing,0.222,80.53,medium
U007,memory_match,medium,84,79.24,63,2,8,True,2026-07-06 08:16:19.197684,memory,0.25,80.3,hard
U007,pattern_recall,medium,80,68.12,34,2,7,True,2026-08-01 02:16:19.197760,attention,0.286,73.53,medium
U007,routine_order,easy,90,89.02,27,1,11,True,2026-08-27 09:16:19.197843,sequencing,0.091,89.79,medium
U007,pattern_recall,hard,50,61.96,68,5,13,True,2026-07-12 08:16:19.197916,attention,0.385,57.08,medium
U007,pattern_recall,hard,80,80.49,49,2,10,True,2026-06-13 21:16:19.197988,attention,0.2,80.2,hard
U007,routine_order,easy,80,85.17,34,2,12,True,2026-08-18 08:16:19.198059,sequencing,0.167,82.73,medium
U007,routine_order,hard,50,67.5,82,5,14,True,2026-06-26 14:16:19.198141,sequencing,0.357,59.86,medium
U007,memory_match,easy,100,91.49,18,0,5,True,2026-06-18 12:16:19.198219,memory,0.0,96.6,medium
U007,memory_match,hard,84,65.78,95,2,5,True,2026-07-16 08:16:19.198298,memory,0.4,71.91,hard
U007,routine_order,medium,80,74.41,48,2,6,False,2026-06-29 18:16:19.198375,sequencing,0.333,75.1,medium
U007,pattern_recall,easy,80,72.63,43,2,9,True,2026-07-03 22:16:19.198463,attention,0.222,76.61,easy
U007,memory_match,hard,76,78.16,74,3,12,True,2026-07-22 00:16:19.198557,memory,0.25,76.66,hard
U007,pattern_recall,hard,60,59.62,78,4,11,True,2026-06-17 22:16:19.198646,attention,0.364,60.57,hard
U007,routine_order,easy,100,95.73,33,0,10,True,2026-07-07 00:16:19.198726,sequencing,0.0,98.29,medium
U007,routine_order,medium,90,75.97,50,1,6,True,2026-09-02 08:16:19.198801,sequencing,0.167,83.05,hard
U007,memory_match,hard,92,70.98,75,1,5,True,2026-08-10 07:16:19.198877,memory,0.2,81.19,hard
U008,pattern_recall,easy,100,93.39,57,0,6,False,2026-07-02 14:16:19.198957,attention,0.0,97.36,medium
U008,memory_match,easy,76,82.38,29,3,15,True,2026-09-06 17:16:19.199032,memory,0.2,79.35,easy
U008,routine_order,medium,90,84.9,45,1,5,True,2026-07-18 16:16:19.199108,sequencing,0.2,85.96,hard
U008,memory_match,easy,76,74.04,18,3,11,True,2026-08-22 22:16:19.199183,memory,0.273,74.56,easy
U008,memory_match,easy,76,81.97,35,3,15,True,2026-06-24 13:16:19.199263,memory,0.2,79.19,easy
U008,pattern_recall,medium,100,100.0,50,0,12,True,2026-07-02 02:16:19.199372,attention,0.0,100.0,hard
U008,memory_match,medium,76,60.69,52,3,8,True,2026-07-24 00:16:19.199491,memory,0.375,67.18,medium
U008,pattern_recall,medium,60,74.47,55,4,15,True,2026-07-04 02:16:19.199572,attention,0.267,68.45,medium
U008,memory_match,medium,84,72.33,45,2,8,True,2026-07-20 09:16:19.199654,memory,0.25,77.53,medium
U008,routine_order,easy,80,86.8,52,2,14,True,2026-08-23 21:16:19.199734,sequencing,0.143,83.86,medium
U008,memory_match,easy,68,75.18,32,4,15,True,2026-06-28 16:16:19.199812,memory,0.267,71.93,easy
U008,memory_match,hard,60,62.99,74,5,14,True,2026-07-16 19:16:19.199886,memory,0.357,62.06,hard
U008,pattern_recall,hard,50,64.38,84,5,14,True,2026-08-28 00:16:19.199965,attention,0.357,58.61,medium
U008,pattern_recall,medium,100,100.0,55,0,14,True,2026-08-30 23:16:19.200051,attention,0.0,100.0,hard
U008,pattern_recall,easy,80,72.56,27,2,9,True,2026-08-17 04:16:19.200132,attention,0.222,76.58,easy
U008,routine_order,medium,80,82.87,58,2,14,True,2026-07-03 08:16:19.200212,sequencing,0.143,82.29,hard
U008,memory_match,hard,76,68.2,83,3,9,True,2026-07-24 18:16:19.200293,memory,0.333,71.02,hard
U008,routine_order,hard,70,78.64,97,3,14,True,2026-06-25 21:16:19.200369,sequencing,0.214,75.18,hard
U008,routine_order,hard,60,60.96,90,4,10,True,2026-07-31 06:16:19.200447,sequencing,0.4,60.38,hard
U008,routine_order,hard,80,79.43,64,2,8,True,2026-07-30 16:16:19.200524,sequencing,0.25,78.77,hard
U008,memory_match,medium,92,85.1,34,1,8,True,2026-09-02 22:16:19.200601,memory,0.125,88.34,hard
U008,routine_order,medium,90,71.13,48,1,5,True,2026-07-12 18:16:19.200675,sequencing,0.2,80.45,hard
U008,routine_order,easy,90,91.31,16,1,7,True,2026-07-14 20:16:19.200750,sequencing,0.143,89.66,medium
U008,pattern_recall,medium,80,75.56,44,2,10,True,2026-06-15 03:16:19.200827,attention,0.2,78.22,medium
U008,pattern_recall,medium,50,67.09,58,5,14,True,2026-07-17 07:16:19.200903,attention,0.357,59.7,easy
U008,memory_match,hard,68,58.08,66,4,9,True,2026-07-07 02:16:19.200976,memory,0.444,61.55,hard
U008,pattern_recall,medium,90,78.92,46,1,5,True,2026-06-26 17:16:19.201053,attention,0.2,83.57,hard
U008,pattern_recall,easy,80,77.14,19,2,9,True,2026-06-29 22:16:19.201125,attention,0.222,78.42,easy
U008,routine_order,hard,70,57.97,44,3,8,True,2026-09-04 20:16:19.201198,sequencing,0.375,63.69,hard
U008,pattern_recall,hard,90,85.9,93,1,8,True,2026-07-23 13:16:19.201269,attention,0.125,87.86,hard
U009,pattern_recall,medium,90,91.76,63,1,14,True,2026-09-04 20:16:19.201377,attention,0.071,91.28,hard
U009,routine_order,medium,90,75.25,41,1,6,True,2026-08-06 05:16:19.201462,sequencing,0.167,82.76,hard
U009,pattern_recall,medium,80,87.86,56,2,13,True,2026-08-08 19:16:19.201540,attention,0.154,84.06,hard
U009,routine_order,medium,80,71.84,61,2,7,True,2026-08-16 10:16:19.201627,sequencing,0.286,75.02,medium
U009,memory_match,medium,92,82.08,51,1,8,True,2026-07-12 17:16:19.201705,memory,0.125,87.13,hard
U009,memory_match,hard,92,84.31,85,1,7,True,2026-09-05 04:16:19.201781,memory,0.143,87.66,hard
