user_id,game_id,difficulty_level,score,accuracy,completion_time,mistakes,attempts,completed,mistake_rate,time_efficiency,performance_score,recommended_difficulty
U003,routine_order,hard,70,66.31,79,3,10,True,0.3,24.03846153846154,61.81,hard
U003,pattern_recall,hard,70,78.69,78,3,14,True,0.21428571428571427,25.71428571428571,67.68,hard
U003,memory_match,medium,52,61.77,64,6,15,True,0.4,36.0,54.22,easy
U003,routine_order,easy,100,100.0,22,0,15,True,0.0,78.84615384615384,96.83,medium
U003,memory_match,hard,84,69.44,83,2,6,True,0.3333333333333333,17.000000000000004,66.25,hard
U003,memory_match,easy,76,72.2,19,3,10,True,0.3,81.0,74.52,easy
U003,memory_match,medium,60,64.82,36,5,14,True,0.35714285714285715,64.0,62.93,medium
U003,pattern_recall,hard,90,77.51,63,1,5,True,0.2,40.0,76.63,hard
U003,routine_order,hard,70,68.65,71,3,11,True,0.2727272727272727,31.73076923076923,64.2,hard
U003,pattern_recall,medium,80,85.67,56,2,15,True,0.13333333333333333,46.666666666666664,77.98,hard
U004,routine_order,hard,60,60.89,59,4,9,True,0.4444444444444444,43.269230769230774,57.14,medium
U004,routine_order,medium,80,69.27,46,2,5,True,0.4,55.769230769230774,69.61,medium
U004,pattern_recall,hard,70,66.02,96,3,8,True,0.375,8.571428571428575,58.27,hard
U004,memory_match,hard,68,53.77,56,4,8,True,0.5,43.99999999999999,56.72,medium
U004,routine_order,easy,90,89.97,33,1,9,True,0.1111111111111111,68.26923076923077,86.56,medium
U004,routine_order,medium,70,71.08,40,3,12,True,0.25,61.53846153846154,69.86,medium
U004,routine_order,easy,90,88.9,34,1,8,True,0.125,67.3076923076923,85.84,medium
U004,routine_order,hard,60,52.31,77,4,9,True,0.4444444444444444,25.96153846153846,51.54,medium
U004,memory_match,easy,100,100.0,38,0,10,True,0.0,62.0,94.3,medium
U004,memory_match,hard,52,51.7,85,6,12,True,0.5,15.000000000000002,46.04,medium
U004,pattern_recall,easy,80,79.17,38,2,9,True,0.2222222222222222,63.8095238095238,76.95,easy
U004,routine_order,medium,80,59.3,38,2,5,True,0.4,63.46153846153846,67.27,medium
U004,pattern_recall,medium,90,71.92,35,1,5,True,0.2,66.66666666666667,78.67,hard
U004,routine_order,easy,90,92.63,43,1,7,True,0.14285714285714285,58.65384615384615,85.58,medium
U004,routine_order,medium,40,54.92,54,6,14,True,0.42857142857142855,48.07692307692307,49.0,easy
U004,routine_order,medium,90,79.5,60,1,5,True,0.2,42.307692307692314,77.67,hard
U004,memory_match,easy,84,82.61,45,2,9,True,0.2222222222222222,55.00000000000001,78.23,medium
U004,routine_order,medium,70,78.65,57,3,12,True,0.25,45.192307692307686,70.06,medium
U004,memory_match,easy,100,94.66,36,0,8,False,0.0,64.0,92.73,medium
U004,memory_match,easy,84,80.03,40,2,8,True,0.25,60.0,77.66,medium
U004,routine_order,medium,90,87.38,44,1,8,True,0.125,57.692307692307686,83.86,hard
U004,routine_order,easy,80,74.81,71,2,8,True,0.25,31.73076923076923,70.19,easy
U004,routine_order,medium,50,69.26,35,5,15,False,0.3333333333333333,66.34615384615384,61.69,medium
U004,routine_order,hard,70,77.14,52,3,14,True,0.21428571428571427,50.0,70.78,hard
U004,memory_match,easy,92,86.09,44,1,8,True,0.125,56.00000000000001,83.86,medium
U004,routine_order,medium,60,70.97,66,4,13,True,0.3076923076923077,36.53846153846154,61.7,medium
U004,memory_match,medium,84,70.73,44,2,8,True,0.25,56.00000000000001,73.81,medium
U004,routine_order,medium,100,100.0,56,0,9,True,0.0,46.15384615384615,91.92,hard
U004,pattern_recall,easy,90,93.52,10,1,15,True,0.06666666666666667,90.47619047619048,91.8,medium
U004,routine_order,medium,70,78.61,59,3,15,True,0.2,43.269230769230774,70.5,medium
U005,memory_match,hard,76,79.39,62,3,15,True,0.2,38.0,72.09,hard
U005,memory_match,easy,84,82.31,22,2,12,True,0.16666666666666666,78.0,82.41,medium
U005,pattern_recall,hard,90,82.5,66,1,5,True,0.2,37.142857142857146,77.95,hard
U005,routine_order,medium,90,87.4,38,1,6,True,0.16666666666666666,63.46153846153846,84.11,hard
U005,routine_order,easy,90,79.32,32,1,7,True,0.14285714285714285,69.23076923076923,82.5,medium
U005,pattern_recall,medium,80,73.38,49,2,6,True,0.3333333333333333,53.333333333333336,71.68,medium
U005,memory_match,hard,60,61.29,63,5,12,True,0.4166666666666667,37.0,56.75,hard
U005,memory_match,hard,76,77.62,77,3,12,True,0.25,23.0,68.47,hard
U005,memory_match,medium,84,70.43,39,2,6,True,0.3333333333333333,61.0,73.2,medium
U005,routine_order,easy,80,68.3,56,2,6,True,0.3333333333333333,46.15384615384615,68.83,easy
U005,routine_order,medium,70,72.41,63,3,11,True,0.2727272727272727,39.42307692307693,66.67,medium
U005,pattern_recall,medium,90,86.5,46,1,7,True,0.14285714285714285,56.19047619047619,83.06,hard
U005,memory_match,medium,84,79.84,50,2,11,True,0.18181818181818182,50.0,77.12,hard
U005,routine_order,easy,80,88.08,14,2,13,True,0.15384615384615385,86.53846153846155,84.5,medium
U005,pattern_recall,medium,60,64.12,51,4,11,True,0.36363636363636365,51.42857142857142,60.7,medium
U005,memory_match,medium,84,60.7,57,2,5,True,0.4,43.00000000000001,66.1,medium
U005,memory_match,medium,76,72.76,42,3,10,True,0.3,58.00000000000001,71.27,medium
U005,memory_match,easy,60,66.59,20,5,14,True,0.35714285714285715,80.0,65.95,easy
U005,routine_order,easy,80,86.87,26,2,14,True,0.14285714285714285,75.0,82.51,medium
U005,routine_order,easy,90,92.48,53,1,10,True,0.1,49.03846153846154,84.72,medium
U005,pattern_recall,easy,70,67.45,34,3,8,True,0.375,67.61904761904762,67.63,easy
U005,routine_order,medium,60,72.2,78,4,13,True,0.3076923076923077,25.0,60.4,medium
U005,memory_match,easy,84,78.73,57,2,11,True,0.18181818181818182,43.00000000000001,75.68,medium
U005,pattern_recall,medium,40,59.37,64,6,15,True,0.4,39.047619047619044,49.64,easy
U005,pattern_recall,easy,70,71.81,32,3,12,True,0.25,69.52380952380952,71.31,easy
U005,routine_order,easy,90,93.34,41,1,13,True,0.07692307692307693,60.57692307692308,87.1,medium
U005,routine_order,medium,70,78.45,45,3,14,True,0.21428571428571427,56.730769230769226,72.25,medium
U005,pattern_recall,easy,70,65.48,32,3,9,True,0.3333333333333333,69.52380952380952,67.85,easy
U005,pattern_recall,hard,70,68.6,78,3,8,True,0.375,25.71428571428571,61.74,hard
U005,routine_order,easy,80,72.26,52,2,6,True,0.3333333333333333,50.0,70.79,easy
U006,pattern_recall,hard,80,83.44,47,2,12,True,0.16666666666666666,55.23809523809524,77.99,hard
U006,pattern_recall,easy,90,87.67,46,1,6,True,0.16666666666666666,56.19047619047619,83.11,medium
U006,pattern_recall,hard,80,69.82,83,2,7,True,0.2857142857142857,20.952380952380956,66.29,hard
U006,memory_match,medium,100,100.0,42,0,13,True,0.0,58.00000000000001,93.7,hard
U006,memory_match,easy,84,80.8,32,2,12,True,0.16666666666666666,68.0,80.38,medium
U006,pattern_recall,easy,90,84.65,38,1,5,True,0.2,63.8095238095238,82.7,medium
U006,routine_order,medium,70,70.51,60,3,10,False,0.3,42.307692307692314,66.02,medium
U006,routine_order,medium,70,65.77,55,3,8,True,0.375,47.11538461538461,63.96,medium
U006,memory_match,hard,76,75.18,64,3,14,True,0.21428571428571427,36.0,70.1,hard
U006,memory_match,medium,76,70.63,64,3,9,True,0.3333333333333333,36.0,66.72,medium
U006,memory_match,hard,68,75.31,99,4,15,True,0.26666666666666666,1.0000000000000009,61.31,hard
U006,pattern_recall,easy,90,88.44,30,1,10,True,0.1,71.42857142857143,86.67,medium
U006,pattern_recall,easy,70,78.87,30,3,13,True,0.23076923076923078,71.42857142857143,74.36,easy
U006,memory_match,hard,68,75.59,94,4,15,True,0.26666666666666666,6.000000000000005,62.16,hard
U006,routine_order,easy,90,85.46,27,1,9,True,0.1111111111111111,74.03846153846155,85.85,medium
U006,memory_match,easy,100,94.07,35,0,7,True,0.0,65.0,92.67,medium
U006,memory_match,easy,84,87.4,39,2,12,True,0.16666666666666666,61.0,81.64,medium
U006,memory_match,easy,92,90.02,45,1,14,True,0.07142857142857142,55.00000000000001,85.89,medium
U006,routine_order,easy,80,81.3,25,2,11,True,0.18181818181818182,75.96153846153845,80.12,medium
U006,memory_match,easy,76,77.18,28,3,15,False,0.2,72.0,76.41,easy
U006,routine_order,medium,90,83.45,76,1,7,True,0.14285714285714285,26.923076923076927,77.6,hard
U006,pattern_recall,easy,90,84.05,38,1,9,True,0.1111111111111111,63.8095238095238,83.82,medium
U006,pattern_recall,hard,90,73.9,63,1,5,True,0.2,40.0,75.36,hard
U006,pattern_recall,hard,40,63.13,93,6,15,True,0.4,11.428571428571432,46.81,medium
U006,memory_match,hard,84,64.51,84,2,7,True,0.2857142857142857,16.000000000000004,65.09,hard
U006,pattern_recall,medium,60,64.7,48,4,11,True,0.36363636363636365,54.28571428571429,61.33,medium
U006,pattern_recall,hard,70,80.22,86,3,15,True,0.2,18.0952380952381,67.29,hard
U006,routine_order,easy,60,72.73,55,4,13,True,0.3076923076923077,47.11538461538461,63.91,easy
U006,routine_order,medium,50,64.48,67,5,15,False,0.3333333333333333,35.57692307692307,55.4,easy
U006,memory_match,easy,92,83.41,21,1,6,True,0.16666666666666666,79.0,85.74,medium
U007,memory_match,medium,92,89.49,56,1,13,True,0.07692307692307693,43.99999999999999,83.97,hard
U007,pattern_recall,easy,80,84.6,18,2,10,True,0.2,82.85714285714285,82.04,medium
U007,routine_order,easy,90,83.81,21,1,6,True,0.16666666666666666,79.8076923076923,85.3,medium
U007,memory_match,easy,92,88.72,41,1,12,True,0.08333333333333333,59.00000000000001,85.85,medium
U007,memory_match,easy,92,86.63,24,1,10,True,0.1,76.0,87.42,medium
U007,pattern_recall,medium,90,79.08,25,1,5,True,0.2,76.19047619047619,82.61,hard
U007,memory_match,medium,68,66.98,47,4,11,True,0.36363636363636365,53.0,64.74,medium
U007,pattern_recall,hard,80,72.52,72,2,7,True,0.2857142857142857,31.428571428571427,68.81,hard
U007,memory_match,hard,52,53.66,80,6,12,True,0.5,19.999999999999996,47.48,medium
U007,pattern_recall,hard,60,70.15,81,4,14,True,0.2857142857142857,22.857142857142854,59.7,hard
U007,pattern_recall,medium,80,70.49,44,2,7,True,0.2857142857142857,58.09523809523809,72.1,medium
U007,memory_match,easy,92,91.19,49,1,7,True,0.14285714285714285,51.0,84.62,medium
U007,routine_order,medium,70,82.06,26,3,15,True,0.2,75.0,76.47,medium
U007,routine_order,easy,80,82.43,15,2,9,True,0.2222222222222222,85.57692307692308,81.35,medium
U007,memory_match,medium,84,79.24,63,2,8,True,0.25,37.0,73.93,hard
U007,pattern_recall,medium,80,68.12,34,2,7,True,0.2857142857142857,67.61904761904762,72.7,medium
U007,routine_order,easy,90,89.02,27,1,11,True,0.09090909090909091,74.03846153846155,87.4,medium
U007,pattern_recall,hard,50,61.96,68,5,13,True,0.38461538461538464,35.238095238095234,53.7,medium
U007,pattern_recall,hard,80,80.49,49,2,10,True,0.2,53.333333333333336,76.17,hard
U007,routine_order,easy,80,85.17,34,2,12,True,0.16666666666666666,67.3076923076923,80.41,medium
U007,routine_order,hard,50,67.5,82,5,14,True,0.35714285714285715,21.153846153846157,53.94,medium
U007,memory_match,easy,100,91.49,18,0,5,True,0.0,82.0,94.32,medium
U007,memory_match,hard,84,65.78,95,2,5,True,0.4,5.000000000000004,62.17,hard
U007,routine_order,medium,80,74.41,48,2,6,False,0.3333333333333333,53.84615384615385,72.12,medium
U007,pattern_recall,easy,80,72.63,43,2,9,True,0.2222222222222222,59.04761904761905,73.94,easy
U007,memory_match,hard,76,78.16,74,3,12,True,0.25,26.0,69.11,hard
U007,pattern_recall,hard,60,59.62,78,4,11,True,0.36363636363636365,25.71428571428571,55.27,hard
U007,routine_order,easy,100,95.73,33,0,10,True,0.0,68.26923076923077,93.75,medium
U007,routine_order,medium,90,75.97,50,1,6,True,0.16666666666666666,51.92307692307692,78.38,hard
U007,memory_match,hard,92,70.98,75,1,5,True,0.2,25.0,72.79,hard
U008,pattern_recall,easy,100,93.39,57,0,6,False,0.0,45.714285714285715,89.54,medium
U008,memory_match,easy,76,82.38,29,3,15,True,0.2,71.0,78.08,easy
U008,routine_order,medium,90,84.9,45,1,5,True,0.2,56.730769230769226,81.72,hard
U008,memory_match,easy,76,74.04,18,3,11,True,0.2727272727272727,82.0,75.72,easy
U008,memory_match,easy,76,81.97,35,3,15,True,0.2,65.0,77.04,easy
U008,pattern_recall,medium,100,100.0,50,0,12,True,0.0,52.38095238095239,92.86,hard
U008,memory_match,medium,76,60.69,52,3,8,True,0.375,48.0,64.42,medium
U008,pattern_recall,medium,60,74.47,55,4,15,True,0.26666666666666666,47.61904761904761,65.21,medium
U008,memory_match,medium,84,72.33,45,2,8,True,0.25,55.00000000000001,74.22,medium
U008,routine_order,easy,80,86.8,52,2,14,True,0.14285714285714285,50.0,78.74,medium
U008,memory_match,easy,68,75.18,32,4,15,True,0.26666666666666666,68.0,71.31,easy
U008,memory_match,hard,60,62.99,74,5,14,True,0.35714285714285715,26.0,56.59,hard
U008,pattern_recall,hard,50,64.38,84,5,14,True,0.35714285714285715,19.999999999999996,52.68,medium
U008,pattern_recall,medium,100,100.0,55,0,14,True,0.0,47.61904761904761,92.14,hard
U008,pattern_recall,easy,80,72.56,27,2,9,True,0.2222222222222222,74.28571428571429,76.21,easy
U008,routine_order,medium,80,82.87,58,2,14,True,0.14285714285714285,44.230769230769226,76.5,hard
U008,memory_match,hard,76,68.2,83,3,9,True,0.3333333333333333,17.000000000000004,63.02,hard
U008,routine_order,hard,70,78.64,97,3,14,True,0.21428571428571427,6.730769230769229,64.82,hard
U008,routine_order,hard,60,60.96,90,4,10,True,0.4,13.461538461538458,53.36,hard
U008,routine_order,hard,80,79.43,64,2,8,True,0.25,38.46153846153846,72.82,hard
U008,memory_match,medium,92,85.1,34,1,8,True,0.125,65.99999999999999,85.01,hard
U008,routine_order,medium,90,71.13,48,1,5,True,0.2,53.84615384615385,76.47,hard
U008,routine_order,easy,90,91.31,16,1,7,True,0.14285714285714285,84.61538461538461,89.01,medium
U008,pattern_recall,medium,80,75.56,44,2,10,True,0.2,58.09523809523809,75.16,medium
U008,pattern_recall,medium,50,67.09,58,5,14,True,0.35714285714285715,44.76190476190476,57.34,easy
U008,memory_match,hard,68,58.08,66,4,9,True,0.4444444444444444,34.0,57.56,hard
U008,pattern_recall,medium,90,78.92,46,1,5,True,0.2,56.19047619047619,79.55,hard
U008,pattern_recall,easy,80,77.14,19,2,9,True,0.2222222222222222,81.9047619047619,78.95,easy
U008,routine_order,hard,70,57.97,44,3,8,True,0.375,57.692307692307686,62.82,hard
U008,pattern_recall,hard,90,85.9,93,1,8,True,0.125,11.428571428571432,76.4,hard
U009,pattern_recall,medium,90,91.76,63,1,14,True,0.07142857142857142,40.0,83.54,hard
U009,routine_order,medium,90,75.25,41,1,6,True,0.16666666666666666,60.57692307692308,79.42,hard
U009,pattern_recall,medium,80,87.86,56,2,13,True,0.15384615384615385,46.666666666666664,78.44,hard
U009,routine_order,medium,80,71.84,61,2,7,True,0.2857142857142857,41.34615384615385,70.06,medium
U009,memory_match,medium,92,82.08,51,1,8,True,0.125,49.0,81.4,hard
U009,memory_match,hard,92,84.31,85,1,7,True,0.14285714285714285,15.000000000000002,76.82,hard
U009,pattern_recall,medium,90,76.21,32,1,6,True,0.16666666666666666,69.52380952380952,81.1,hard
U009,memory_match,hard,60,63.36,65,5,13,True,0.38461538461538464,35.0,57.66,hard
U009,memory_match,hard,76,61.67,61,3,8,True,0.375,39.0,63.41,hard
U009,routine_order,medium,60,63.33,47,4,11,True,0.36363636363636365,54.807692307692314,60.93,medium
U009,routine_order,easy,90,89.18,34,1,11,True,0.09090909090909091,67.3076923076923,86.45,medium
U009,pattern_recall,hard,80,86.49,80,2,12,True,0.16666666666666666,23.809523809523814,74.34,hard
U009,memory_match,medium,60,67.06,50,5,15,True,0.3333333333333333,50.0,61.97,medium
U009,memory_match,medium,92,84.32,35,1,7,True,0.14285714285714285,65.0,84.32,hard
U009,pattern_recall,easy,80,87.91,26,2,13,True,0.15384615384615385,75.23809523809524,82.75,medium
U009,memory_match,easy,84,84.12,46,2,15,True,0.13333333333333333,54.0,79.94,medium
U009,memory_match,hard,84,67.76,82,2,7,True,0.2857142857142857,18.000000000000004,66.53,hard
U009,routine_order,easy,100,92.93,50,0,7,True,0.0,51.92307692307692,90.31,medium
U009,memory_match,easy,84,77.31,10,2,8,True,0.25,90.0,81.21,easy
U009,routine_order,hard,70,64.49,65,3,9,True,0.3333333333333333,37.5,62.7,hard
U009,pattern_recall,hard,70,78.96,61,3,13,False,0.23076923076923078,41.9047619047619,69.96,hard
U009,routine_order,easy,70,76.39,24,3,13,True,0.23076923076923078,76.92307692307692,74.31,easy
U009,pattern_recall,easy,90,84.27,22,1,6,True,0.16666666666666666,79.04761904761905,85.35,medium
U009,pattern_recall,hard,50,60.71,72,5,12,True,0.4166666666666667,31.428571428571427,52.21,medium
U009,pattern_recall,medium,90,79.11,56,1,7,True,0.14285714285714285,46.666666666666664,79.05,hard
U009,pattern_recall,medium,80,75.33,53,2,9,False,0.2222222222222222,49.523809523809526,73.46,medium
U009,pattern_recall,hard,70,80.25,60,3,13,True,0.23076923076923078,42.85714285714286,70.55,hard
U009,pattern_recall,medium,70,81.0,42,3,15,False,0.2,60.0,73.85,medium
U009,routine_order,easy,100,99.78,29,0,5,True,0.0,72.11538461538461,95.74,medium
U009,routine_order,hard,70,76.53,75,3,13,True,0.23076923076923078,27.884615384615387,67.01,hard
U010,pattern_recall,easy,90,90.39,39,1,8,True,0.125,62.857142857142854,85.69,medium
U010,pattern_recall,hard,80,80.0,60,2,11,True,0.18181818181818182,42.85714285714286,74.7,hard
U010,memory_match,easy,84,83.66,35,2,14,True,0.14285714285714285,65.0,81.29,medium
U010,pattern_recall,medium,90,85.27,60,1,8,True,0.125,42.85714285714286,80.9,hard
U010,routine_order,easy,90,82.12,24,1,8,True,0.125,76.92307692307692,84.91,medium
U010,routine_order,medium,60,62.82,29,4,12,True,0.3333333333333333,72.11538461538461,63.8,medium
U010,pattern_recall,easy,70,70.55,15,3,11,True,0.2727272727272727,85.71428571428572,72.96,easy
U010,memory_match,medium,92,95.61,73,1,12,True,0.08333333333333333,27.0,83.46,hard
U010,routine_order,hard,60,60.82,70,4,10,True,0.4,32.692307692307686,56.19,hard
U010,memory_match,hard,84,69.82,86,2,8,True,0.25,14.000000000000002,67.19,hard
U010,pattern_recall,hard,60,73.8,54,4,15,True,0.26666666666666666,48.57142857142858,65.12,hard
U010,memory_match,easy,100,100.0,22,0,15,True,0.0,78.0,96.7,medium
U010,routine_order,hard,80,87.85,89,2,13,True,0.15384615384615385,14.423076923076927,73.6,hard
U010,routine_order,easy,90,92.18,55,1,10,True,0.1,47.11538461538461,84.33,medium
U010,routine_order,easy,80,79.17,19,2,9,True,0.2222222222222222,81.73076923076923,79.64,easy
U010,memory_match,medium,76,72.13,52,3,11,True,0.2727272727272727,48.0,69.95,medium
U010,memory_match,medium,84,74.26,38,2,8,True,0.25,62.0,75.94,medium
U010,pattern_recall,medium,80,67.24,39,2,7,True,0.2857142857142857,62.857142857142854,71.68,medium
U010,pattern_recall,medium,90,88.6,47,1,10,True,0.1,55.23809523809524,84.3,hard
U010,routine_order,medium,50,52.76,61,5,11,True,0.45454545454545453,41.34615384615385,50.35,easy
U010,routine_order,hard,50,66.42,81,5,14,True,0.35714285714285715,22.115384615384613,53.71,medium
U010,pattern_recall,easy,90,92.94,20,1,14,True,0.07142857142857142,80.95238095238095,90.1,medium
U010,routine_order,easy,70,78.93,55,3,13,True,0.23076923076923078,47.11538461538461,70.73,easy
U010,memory_match,easy,92,89.29,43,1,13,True,0.07692307692307693,57.00000000000001,85.85,medium
U010,pattern_recall,medium,80,82.51,45,2,14,True,0.14285714285714285,57.14285714285714,78.31,hard
U010,memory_match,medium,92,93.33,47,1,12,True,0.08333333333333333,53.0,86.57,hard
U010,routine_order,hard,60,62.72,77,4,11,True,0.36363636363636365,25.96153846153846,56.39,hard
